127.0.0.1 - - [20/Oct/2022:10:20:30 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [20/Oct/2022:16:08:10 +0900] "GET /JSP/RequestQuiz51.jsp HTTP/1.1" 200 352
0:0:0:0:0:0:0:1 - - [20/Oct/2022:16:08:12 +0900] "GET /JSP/RequestQuiz51.jsp HTTP/1.1" 200 352
0:0:0:0:0:0:0:1 - - [20/Oct/2022:16:08:12 +0900] "GET /JSP/RequestQuiz51.jsp HTTP/1.1" 200 352
0:0:0:0:0:0:0:1 - - [20/Oct/2022:16:08:17 +0900] "GET /JSP/RequestQuiz51.jsp HTTP/1.1" 200 408
0:0:0:0:0:0:0:1 - - [20/Oct/2022:16:09:46 +0900] "GET /JSP/RequestQuiz51.jsp HTTP/1.1" 200 491
0:0:0:0:0:0:0:1 - - [20/Oct/2022:16:10:43 +0900] "GET /JSP/RequestQuiz51.jsp HTTP/1.1" 200 518
0:0:0:0:0:0:0:1 - - [20/Oct/2022:16:10:45 +0900] "GET /JSP/RequestQuiz42.jsp?height=&weight=&CalcBtn=Calc+BMI HTTP/1.1" 500 2565
0:0:0:0:0:0:0:1 - - [20/Oct/2022:16:14:55 +0900] "GET /JSP/RequestQuiz51.jsp HTTP/1.1" 200 518
0:0:0:0:0:0:0:1 - - [20/Oct/2022:16:15:01 +0900] "GET /JSP/RequestQuiz52.jsp?height=184&weight=74&CalcBtn=Calc+BMI HTTP/1.1" 200 286
0:0:0:0:0:0:0:1 - - [20/Oct/2022:16:15:16 +0900] "GET /JSP/RequestQuiz51.jsp HTTP/1.1" 200 518
0:0:0:0:0:0:0:1 - - [20/Oct/2022:16:15:19 +0900] "GET /JSP/RequestQuiz52.jsp?height=184&weight=74&CalcBtn=Calc+BMI HTTP/1.1" 200 283
0:0:0:0:0:0:0:1 - - [20/Oct/2022:16:17:50 +0900] "GET /JSP/RequestQuiz51.jsp HTTP/1.1" 200 518
0:0:0:0:0:0:0:1 - - [20/Oct/2022:16:17:53 +0900] "GET /JSP/RequestQuiz52.jsp?height=184&weight=74&CalcBtn=Calc+BMI HTTP/1.1" 200 283
0:0:0:0:0:0:0:1 - - [20/Oct/2022:16:18:07 +0900] "GET /JSP/RequestQuiz51.jsp HTTP/1.1" 200 518
0:0:0:0:0:0:0:1 - - [20/Oct/2022:16:18:11 +0900] "GET /JSP/RequestQuiz52.jsp?height=184&weight=74&CalcBtn=Calc+BMI HTTP/1.1" 200 282
0:0:0:0:0:0:0:1 - - [20/Oct/2022:16:21:56 +0900] "GET /JSP/RequestQuiz51.jsp HTTP/1.1" 200 518
0:0:0:0:0:0:0:1 - - [20/Oct/2022:16:22:00 +0900] "GET /JSP/RequestQuiz52.jsp?height=184&weight=74&CalcBtn=Calc+BMI HTTP/1.1" 200 285
0:0:0:0:0:0:0:1 - - [20/Oct/2022:16:22:38 +0900] "GET /JSP/RequestQuiz51.jsp HTTP/1.1" 200 518
0:0:0:0:0:0:0:1 - - [20/Oct/2022:16:22:41 +0900] "GET /JSP/RequestQuiz52.jsp?height=184&weight=74&CalcBtn=Calc+BMI HTTP/1.1" 200 285
0:0:0:0:0:0:0:1 - - [20/Oct/2022:16:23:50 +0900] "GET /JSP/RequestQuiz51.jsp HTTP/1.1" 200 518
0:0:0:0:0:0:0:1 - - [20/Oct/2022:16:23:53 +0900] "GET /JSP/RequestQuiz52.jsp?height=184&weight=74&CalcBtn=Calc+BMI HTTP/1.1" 200 298
0:0:0:0:0:0:0:1 - - [20/Oct/2022:16:34:20 +0900] "GET /JSP/RequestQuiz51.jsp HTTP/1.1" 200 518
0:0:0:0:0:0:0:1 - - [20/Oct/2022:16:34:23 +0900] "GET /JSP/RequestQuiz52.jsp?height=184&weight=74&CalcBtn=Calc+BMI HTTP/1.1" 200 308
0:0:0:0:0:0:0:1 - - [20/Oct/2022:16:34:47 +0900] "GET /JSP/RequestQuiz52.jsp HTTP/1.1" 500 2619
0:0:0:0:0:0:0:1 - - [20/Oct/2022:16:34:51 +0900] "GET /JSP/RequestQuiz51.jsp HTTP/1.1" 200 518
0:0:0:0:0:0:0:1 - - [20/Oct/2022:16:34:55 +0900] "GET /JSP/RequestQuiz52.jsp?height=184&weight=74&CalcBtn=Calc+BMI HTTP/1.1" 200 302
0:0:0:0:0:0:0:1 - - [20/Oct/2022:16:35:18 +0900] "GET /JSP/RequestQuiz51.jsp HTTP/1.1" 200 518
0:0:0:0:0:0:0:1 - - [20/Oct/2022:16:35:21 +0900] "GET /JSP/RequestQuiz52.jsp?height=184&weight=74&CalcBtn=Calc+BMI HTTP/1.1" 200 308
0:0:0:0:0:0:0:1 - - [20/Oct/2022:16:35:55 +0900] "GET /JSP/RequestQuiz51.jsp HTTP/1.1" 200 518
0:0:0:0:0:0:0:1 - - [20/Oct/2022:16:35:59 +0900] "GET /JSP/RequestQuiz52.jsp?height=184&weight=60&CalcBtn=Calc+BMI HTTP/1.1" 200 305
0:0:0:0:0:0:0:1 - - [20/Oct/2022:16:39:20 +0900] "GET /JSP/RequestQuiz51.jsp HTTP/1.1" 200 518
0:0:0:0:0:0:0:1 - - [20/Oct/2022:16:39:24 +0900] "GET /JSP/RequestQuiz52.jsp?height=184&weight=74&CalcBtn=Calc+BMI HTTP/1.1" 200 282
0:0:0:0:0:0:0:1 - - [20/Oct/2022:16:42:10 +0900] "GET /HTML/Lec05.html HTTP/1.1" 200 1268
0:0:0:0:0:0:0:1 - - [20/Oct/2022:16:42:10 +0900] "GET /HTML/images/google.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Oct/2022:16:43:57 +0900] "GET /JSP/RequestQuiz52.jsp HTTP/1.1" 500 2654
0:0:0:0:0:0:0:1 - - [20/Oct/2022:16:44:03 +0900] "GET /JSP/RequestQuiz51.jsp HTTP/1.1" 200 518
0:0:0:0:0:0:0:1 - - [20/Oct/2022:16:44:06 +0900] "GET /JSP/RequestQuiz52.jsp?height=184&weight=74&CalcBtn=Calc+BMI HTTP/1.1" 200 576
0:0:0:0:0:0:0:1 - - [20/Oct/2022:16:44:22 +0900] "GET /JSP/RequestQuiz51.jsp HTTP/1.1" 200 518
0:0:0:0:0:0:0:1 - - [20/Oct/2022:16:44:25 +0900] "GET /JSP/RequestQuiz52.jsp?height=184&weight=74&CalcBtn=Calc+BMI HTTP/1.1" 200 576
0:0:0:0:0:0:0:1 - - [20/Oct/2022:16:52:38 +0900] "GET /JSP/RequestQuiz51.jsp HTTP/1.1" 200 518
0:0:0:0:0:0:0:1 - - [20/Oct/2022:16:52:41 +0900] "GET /JSP/RequestQuiz52.jsp?height=184&weight=74&CalcBtn=Calc+BMI HTTP/1.1" 200 576
0:0:0:0:0:0:0:1 - - [20/Oct/2022:16:53:39 +0900] "GET /JSP/RequestQuiz51.jsp HTTP/1.1" 200 518
0:0:0:0:0:0:0:1 - - [20/Oct/2022:16:53:41 +0900] "GET /JSP/RequestQuiz52.jsp?height=184&weight=74&CalcBtn=Calc+BMI HTTP/1.1" 200 576
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:00:11 +0900] "GET /JSP/Response_02.jsp HTTP/1.1" 200 396
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:00:22 +0900] "GET /JSP/Response_02.jsp HTTP/1.1" 200 401
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:02:08 +0900] "GET /JSP/Response_02.jsp HTTP/1.1" 200 401
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:02:11 +0900] "GET /JSP/response_03.jsp?sitename=naver HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:03:31 +0900] "GET /JSP/Response_02.jsp HTTP/1.1" 200 401
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:03:35 +0900] "GET /JSP/response_03.jsp?sitename=naver HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:03:48 +0900] "GET /JSP/Response_02.jsp HTTP/1.1" 200 401
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:03:51 +0900] "GET /JSP/Response_03.jsp?sitename=naver HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:03:57 +0900] "GET /JSP/Response_03.jsp?sitename=daum HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:04:00 +0900] "GET /JSP/Response_03.jsp?sitename=google HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:04:03 +0900] "GET /JSP/Response_03.jsp?sitename=asdf HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:06:22 +0900] "GET /JSP/Response_02.jsp HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:06:24 +0900] "GET /JSP/Response_03.jsp?sitename=%EB%84%A4%EC%9D%B4%EB%B2%84 HTTP/1.1" 500 3233
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:06:30 +0900] "GET /JSP/Response_03.jsp?sitename=%EB%84%A4%EC%9D%B4%EB%B2%84 HTTP/1.1" 500 3233
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:06:45 +0900] "GET /JSP/Response_02.jsp HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:06:47 +0900] "GET /JSP/Response_03.jsp?sitename=%EB%84%A4%EC%9D%B4%EB%B2%84 HTTP/1.1" 500 3233
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:07:42 +0900] "GET /JSP/Response_02.jsp HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:07:45 +0900] "GET /JSP/Response_03.jsp?sitename=%EB%84%A4%EC%9D%B4%EB%B2%84 HTTP/1.1" 500 3233
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:07:51 +0900] "GET /JSP/Response_02.jsp HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:07:53 +0900] "GET /JSP/Response_03.jsp?sitename=%EB%84%A4%EC%9D%B4%EB%B2%84 HTTP/1.1" 500 3233
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:10:11 +0900] "GET /JSP/Response_02.jsp HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:10:14 +0900] "GET /JSP/Response_03.jsp?sitename=%EB%84%A4%EC%9D%B4%EB%B2%84 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:10:51 +0900] "GET /JSP/Response_02.jsp HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:10:53 +0900] "GET /JSP/Response_03.jsp?sitename=%EB%84%A4%EC%9D%B4%EB%B2%84 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:20:21 +0900] "GET /JSP/ResponseAge_01.jsp HTTP/1.1" 200 256
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:20:23 +0900] "GET /JSP/ResponseAge_02?age= HTTP/1.1" 404 829
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:29:40 +0900] "GET /JSP/ResponseAge_03.jsp HTTP/1.1" 200 207
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:30:22 +0900] "GET /JSP/ResponseAge_01.jsp HTTP/1.1" 200 304
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:30:23 +0900] "GET /JSP/ResponseAge_02?age=23 HTTP/1.1" 404 829
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:31:05 +0900] "GET /JSP/ResponseAge_01.jsp HTTP/1.1" 200 316
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:31:06 +0900] "GET /JSP/ResponseAge_02.jsp?age=23 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:31:06 +0900] "GET /JSP/ResponseAge_03.jsp HTTP/1.1" 200 207
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:31:44 +0900] "GET /JSP/Request_01.jsp HTTP/1.1" 200 410
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:31:45 +0900] "GET /JSP/request_02.jsp?yournameJames HTTP/1.1" 404 806
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:32:10 +0900] "GET /JSP/ResponseAge_01.jsp HTTP/1.1" 200 316
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:32:32 +0900] "GET /JSP/ResponseAge_01.jsp HTTP/1.1" 200 316
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:32:34 +0900] "GET /JSP/ResponseAge_02.jsp?age=23 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:32:34 +0900] "GET /JSP/ResponseAge_03.jsp HTTP/1.1" 200 291
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:32:35 +0900] "GET /JSP/ResponseAge_01.jsp HTTP/1.1" 200 316
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:32:37 +0900] "GET /JSP/ResponseAge_02.jsp?age=23 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:32:37 +0900] "GET /JSP/ResponseAge_03.jsp HTTP/1.1" 200 291
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:32:38 +0900] "GET /JSP/ResponseAge_01.jsp HTTP/1.1" 200 316
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:33:54 +0900] "GET /JSP/ResponseAge_01.jsp HTTP/1.1" 200 316
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:33:56 +0900] "GET /JSP/ResponseAge_02.jsp?age=23 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:33:56 +0900] "GET /JSP/ResponseAge_03.jsp HTTP/1.1" 200 293
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:34:57 +0900] "GET /JSP/ResponseAge_02.jsp HTTP/1.1" 500 2580
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:35:15 +0900] "GET /JSP/ResponseAge_01.jsp HTTP/1.1" 200 316
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:35:18 +0900] "GET /JSP/ResponseAge_02.jsp?age=19 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:35:18 +0900] "GET /JSP/ResponseAge_04.jsp HTTP/1.1" 200 303
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:35:24 +0900] "GET /JSP/ResponseAge_01.jsp HTTP/1.1" 200 316
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:35:50 +0900] "GET /JSP/ResponseAge_01.jsp HTTP/1.1" 200 332
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:35:52 +0900] "GET /JSP/ResponseAge_02.jsp,%20ResponseAge_03?age=23 HTTP/1.1" 404 851
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:35:56 +0900] "GET /JSP/ResponseAge_01.jsp HTTP/1.1" 200 332
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:35:58 +0900] "GET /JSP/ResponseAge_02.jsp,%20ResponseAge_03?age=23 HTTP/1.1" 404 851
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:38:45 +0900] "GET /JSP/ResponseAge_01.jsp HTTP/1.1" 200 316
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:38:47 +0900] "GET /JSP/ResponseAge_02.jsp?age=23 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:38:47 +0900] "GET /JSP/ResponseAge_03.jsp HTTP/1.1" 200 292
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:38:49 +0900] "GET /JSP/ResponseAge_01.jsp HTTP/1.1" 200 316
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:44:47 +0900] "GET /JSP/ResponseAge_01.jsp HTTP/1.1" 200 316
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:44:49 +0900] "GET /JSP/ResponseAge_02.jsp?age=23 HTTP/1.1" 500 2648
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:44:56 +0900] "GET /JSP/ResponseAge_01.jsp HTTP/1.1" 200 316
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:44:58 +0900] "GET /JSP/ResponseAge_02.jsp?age=23 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:44:58 +0900] "GET /JSP/ResponseAge_03.jsp HTTP/1.1" 200 292
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:49:53 +0900] "GET /JSP/ResponseAge_01.jsp HTTP/1.1" 200 316
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:50:00 +0900] "GET /JSP/ResponseAge_02.jsp?age=23 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:50:00 +0900] "GET /JSP/ResponseAge_03.jsp HTTP/1.1" 200 292
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:50:16 +0900] "GET /JSP/ResponseAge_01.jsp HTTP/1.1" 200 316
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:50:17 +0900] "GET /JSP/ResponseAge_02.jsp?age=23 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:50:17 +0900] "GET /JSP/ResponseAge_03.jsp HTTP/1.1" 200 292
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:50:19 +0900] "GET /JSP/ResponseAge_01.jsp HTTP/1.1" 200 316
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:50:21 +0900] "GET /JSP/ResponseAge_02.jsp?age=23 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:50:21 +0900] "GET /JSP/ResponseAge_03.jsp HTTP/1.1" 200 292
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:50:23 +0900] "GET /JSP/ResponseAge_01.jsp HTTP/1.1" 200 316
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:50:24 +0900] "GET /JSP/ResponseAge_02.jsp?age= HTTP/1.1" 500 2679
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:50:26 +0900] "GET /JSP/ResponseAge_02.jsp?age=23 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:50:26 +0900] "GET /JSP/ResponseAge_03.jsp HTTP/1.1" 200 292
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:50:29 +0900] "GET /JSP/ResponseAge_02.jsp?age=23 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:50:29 +0900] "GET /JSP/ResponseAge_03.jsp HTTP/1.1" 200 292
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:50:33 +0900] "GET /JSP/ResponseAge_02.jsp?age=19 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:50:33 +0900] "GET /JSP/ResponseAge_04.jsp HTTP/1.1" 200 303
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:50:36 +0900] "GET /JSP/ResponseAge_01.jsp HTTP/1.1" 200 316
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:55:39 +0900] "GET /JSP/ResponseAge_01.jsp HTTP/1.1" 200 316
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:55:42 +0900] "GET /JSP/ResponseAge_02.jsp?age=23 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:55:42 +0900] "GET /JSP/ResponseAge_03.jsp?age= HTTP/1.1" 200 288
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:56:07 +0900] "GET /JSP/ResponseAge_01.jsp HTTP/1.1" 200 316
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:56:09 +0900] "GET /JSP/ResponseAge_02.jsp?age= HTTP/1.1" 500 2702
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:56:22 +0900] "GET /JSP/ResponseAge_01.jsp HTTP/1.1" 200 316
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:56:24 +0900] "GET /JSP/ResponseAge_02.jsp?age=23 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:56:24 +0900] "GET /JSP/ResponseAge_03.jsp?age=23 HTTP/1.1" 200 290
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:56:31 +0900] "GET /JSP/ResponseAge_01.jsp HTTP/1.1" 200 316
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:56:32 +0900] "GET /JSP/ResponseAge_02.jsp?age=22 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:56:32 +0900] "GET /JSP/ResponseAge_03.jsp?age=23 HTTP/1.1" 200 290
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:56:51 +0900] "GET /JSP/ResponseAge_01.jsp HTTP/1.1" 200 316
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:56:53 +0900] "GET /JSP/ResponseAge_02.jsp?age=23 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:56:53 +0900] "GET /JSP/ResponseAge_03.jsp?age=age HTTP/1.1" 200 291
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:57:34 +0900] "GET /JSP/ResponseAge_01.jsp HTTP/1.1" 200 316
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:57:36 +0900] "GET /JSP/ResponseAge_02.jsp?age=23 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:57:36 +0900] "GET /JSP/ResponseAge_03.jsp?age=23 HTTP/1.1" 200 290
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:57:40 +0900] "GET /JSP/ResponseAge_02.jsp?age=22 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Oct/2022:17:57:40 +0900] "GET /JSP/ResponseAge_03.jsp?age=22 HTTP/1.1" 200 290
0:0:0:0:0:0:0:1 - - [20/Oct/2022:18:02:08 +0900] "GET /JSP/ResponseAge_05.jsp HTTP/1.1" 200 270
0:0:0:0:0:0:0:1 - - [20/Oct/2022:18:06:07 +0900] "GET /JSP/RequestQuiz51.jsp HTTP/1.1" 200 518
0:0:0:0:0:0:0:1 - - [20/Oct/2022:18:06:11 +0900] "GET /JSP/RequestQuiz52.jsp?height=184&weight=&CalcBtn=Calc+BMI HTTP/1.1" 500 2763
0:0:0:0:0:0:0:1 - - [20/Oct/2022:18:06:14 +0900] "GET /JSP/RequestQuiz52.jsp?height=184&weight=74&CalcBtn=Calc+BMI HTTP/1.1" 200 576
0:0:0:0:0:0:0:1 - - [20/Oct/2022:18:08:30 +0900] "GET /JSP/Request_01.jsp HTTP/1.1" 200 410
0:0:0:0:0:0:0:1 - - [20/Oct/2022:18:08:31 +0900] "GET /JSP/Request_02.jsp?yourname=Sam HTTP/1.1" 200 148
0:0:0:0:0:0:0:1 - - [20/Oct/2022:18:08:37 +0900] "GET /JSP/Request_02.jsp?yourname=fdsa HTTP/1.1" 200 149
0:0:0:0:0:0:0:1 - - [20/Oct/2022:18:08:47 +0900] "GET /JSP/Request_01.jsp HTTP/1.1" 200 410
0:0:0:0:0:0:0:1 - - [20/Oct/2022:18:08:49 +0900] "GET /JSP/request_02.jsp?yournameJames HTTP/1.1" 404 806
0:0:0:0:0:0:0:1 - - [20/Oct/2022:18:09:01 +0900] "GET /JSP/Request_01.jsp HTTP/1.1" 200 410
0:0:0:0:0:0:0:1 - - [20/Oct/2022:18:09:03 +0900] "GET /JSP/request_02.jsp?yournameJames HTTP/1.1" 404 806
0:0:0:0:0:0:0:1 - - [20/Oct/2022:18:09:15 +0900] "GET /JSP/Request_01.jsp HTTP/1.1" 200 410
0:0:0:0:0:0:0:1 - - [20/Oct/2022:18:09:17 +0900] "GET /JSP/Request_02.jsp?yournameJames HTTP/1.1" 200 149
0:0:0:0:0:0:0:1 - - [20/Oct/2022:18:09:22 +0900] "GET /JSP/Request_02.jsp?yournameJames HTTP/1.1" 200 149
0:0:0:0:0:0:0:1 - - [20/Oct/2022:18:09:35 +0900] "GET /JSP/Request_01.jsp HTTP/1.1" 200 411
0:0:0:0:0:0:0:1 - - [20/Oct/2022:18:09:37 +0900] "GET /JSP/Request_02.jsp?yourname=James HTTP/1.1" 200 150
0:0:0:0:0:0:0:1 - - [20/Oct/2022:18:09:41 +0900] "GET /JSP/Request_02.jsp?yourname=James HTTP/1.1" 200 150
